"","nm","m1","bw","m2","focr","focr_se","fdr","fdr_se","pwr","pwr_se","mu_type","cov_type","snr"
"145","FOCR-O3-BH","FOCR (overlap)","3","BH",NA,NA,0.0161084405892567,0.000874661919026551,0.370957820738137,0.0042304804901877,"step","matern",0.277777777777778
"146","FOCR-O3-LAWS","FOCR (overlap)","3","LAWS",NA,NA,0.0211502069658676,0.000897607587716856,0.422847100175747,0.00462722293902071,"step","matern",0.277777777777778
"147","FOCR-O3-SABHA","FOCR (overlap)","3","SABHA",NA,NA,0.0198790248481346,0.000874216242211296,0.418453427065026,0.00463899628473824,"step","matern",0.277777777777778
"148","FOCR-D3-RAW","FOCR (disjoint)","3","",0.0248124650987781,0.000987956775247352,0.0282539935211701,0.000993265419949302,0.475483304042179,0.00454687555196843,"step","matern",0.277777777777778
"149","FOCR-D3-BH","FOCR (disjoint)","3","BH",NA,NA,0.0148262099706248,0.000813264639159624,0.352548330404218,0.00414000978116815,"step","matern",0.277777777777778
"150","FOCR-D3-LAWS","FOCR (disjoint)","3","LAWS",NA,NA,0.0185022275221763,0.000839263264025704,0.405052724077329,0.00453976168198802,"step","matern",0.277777777777778
"151","FOCR-D3-SABHA","FOCR (disjoint)","3","SABHA",NA,NA,0.0174321242464172,0.000822781242266258,0.396397188049209,0.00456170021287895,"step","matern",0.277777777777778
"152","FOCR-O11-RAW","FOCR (overlap)","11","",0.0225943823201122,0.000983781479934316,0.0655182215230281,0.00120229298807768,0.569288224956063,0.00439341835478817,"step","matern",0.277777777777778
"153","FOCR-O11-BH","FOCR (overlap)","11","BH",NA,NA,0.0277561262671155,0.0011075083184245,0.537873462214411,0.00425810346668093,"step","matern",0.277777777777778
"154","FOCR-O11-LAWS","FOCR (overlap)","11","LAWS",NA,NA,0.033750865919146,0.00110729760601999,0.537434094903339,0.00423659319602288,"step","matern",0.277777777777778
"155","FOCR-O11-SABHA","FOCR (overlap)","11","SABHA",NA,NA,0.030136588889911,0.00110917352444496,0.530492091388401,0.00431922356969027,"step","matern",0.277777777777778
"156","FOCR-D11-RAW","FOCR (disjoint)","11","",0.0258839318817707,0.00110018282614232,0.0418220267036697,0.00112600082708884,0.499165202108963,0.00395424931363278,"step","matern",0.277777777777778
"157","FOCR-D11-BH","FOCR (disjoint)","11","BH",NA,NA,0.0221436640972913,0.000969208767755756,0.464630931458699,0.00395542831142727,"step","matern",0.277777777777778
"158","FOCR-D11-LAWS","FOCR (disjoint)","11","LAWS",NA,NA,0.0240770976924109,0.000972812607647385,0.474297012302285,0.00395537199786962,"step","matern",0.277777777777778
"159","FOCR-D11-SABHA","FOCR (disjoint)","11","SABHA",NA,NA,0.0228150987893832,0.000986805139089175,0.466959578207381,0.00406567370841536,"step","matern",0.277777777777778
